feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27
2.0,1.0,95.0,0.4489795918367354,0.37662337662337664,0.3103448275862069,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,0.06666666666666667,4.0,5.0,0.5633802816901409,0.03150525087514586,2.0,0.14285714285714285,2.0,1.0,11.0,1.0,1.0,0.0
1.0,1.0,96.0,0.5306122448979597,0.11688311688311688,0.12643678160919541,3.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,0.13333333333333333,3.0,5.0,0.5492957746478874,0.8133022170361727,2.0,0.0,1.0,1.0,12.0,1.0,1.0,0.0
2.0,1.0,97.0,0.5102040816326532,0.06493506493506493,0.1724137931034483,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,3.0,0.5070422535211268,0.0280046674445741,2.0,0.14285714285714285,1.0,1.0,26.0,1.0,1.0,0.0
1.0,1.0,98.0,0.5306122448979597,0.45454545454545453,0.12643678160919541,3.0,1.0,4.0,2.0,5.0,4.0,1.0,2.0,1.0,0.13333333333333333,2.0,5.0,0.7746478873239436,0.03500583430571762,2.0,0.14285714285714285,2.0,1.0,13.0,1.0,1.0,0.0
1.0,2.0,99.0,0.551020408163266,0.6883116883116883,0.4482758620689655,3.0,3.0,3.0,1.0,5.0,1.0,3.0,2.0,2.0,0.45333333333333337,2.0,5.0,0.4084507042253521,0.018669778296382736,2.0,0.2714285714285714,2.0,1.0,29.0,1.0,1.0,1.0
1.0,1.0,55.0,0.5306122448979597,0.11688311688311688,0.12643678160919541,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,0.13333333333333333,4.0,5.0,0.5915492957746479,0.030338389731621944,2.0,0.14285714285714285,2.0,1.0,25.0,1.0,1.0,0.0
1.0,1.0,100.0,0.5306122448979597,0.11688311688311688,0.12643678160919541,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,1.0,1.0,12.0,1.0,1.0,0.0
2.0,1.0,81.0,0.5306122448979597,0.16883116883116883,0.12643678160919541,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,1.0,1.0,0.5352112676056338,0.7899649941656943,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
2.0,1.0,101.0,0.5306122448979597,0.19480519480519481,0.26436781609195403,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.647887323943662,0.043173862310385065,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,102.0,0.551020408163266,0.09090909090909091,0.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.38028169014084506,0.046674445740956826,2.0,0.14285714285714285,1.0,2.0,31.0,1.0,1.0,0.0
2.0,1.0,103.0,0.12244897959183706,0.07792207792207792,0.2413793103448276,3.0,1.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.8450704225352113,0.040840140023337225,2.0,0.14285714285714285,2.0,2.0,11.0,1.0,1.0,0.0
1.0,1.0,104.0,0.34693877551020474,0.35064935064935066,0.3563218390804598,3.0,3.0,6.0,1.0,2.0,4.0,4.0,3.0,2.0,0.13333333333333333,4.0,5.0,1.0,0.9066511085180864,2.0,0.14285714285714285,3.0,2.0,11.0,1.0,1.0,0.0
2.0,1.0,105.0,0.5306122448979597,0.3246753246753247,0.26436781609195403,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,0.13333333333333333,3.0,5.0,0.647887323943662,0.8949824970828472,2.0,0.14285714285714285,1.0,1.0,4.0,1.0,1.0,0.0
1.0,1.0,106.0,0.5714285714285725,0.11688311688311688,0.12643678160919541,1.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,0.13333333333333333,4.0,5.0,0.5352112676056338,0.7899649941656943,2.0,0.14285714285714285,1.0,1.0,12.0,1.0,1.0,0.0
2.0,1.0,107.0,0.5306122448979597,0.09090909090909091,0.034482758620689655,2.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,0.7333333333333333,1.0,4.0,0.4084507042253521,0.037339556592765465,2.0,0.14285714285714285,2.0,1.0,15.0,1.0,1.0,0.0
2.0,1.0,108.0,0.6734693877551031,0.11688311688311688,0.1724137931034483,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,1.0,5.0,0.4225352112676056,0.6966161026837806,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
2.0,1.0,109.0,0.7142857142857145,0.09090909090909091,0.05747126436781609,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.13333333333333333,4.0,2.0,0.4084507042253521,0.7082847141190198,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,110.0,0.7959183673469388,0.11688311688311688,0.12643678160919541,4.0,3.0,6.0,2.0,4.0,4.0,2.0,1.0,3.0,0.4,4.0,4.0,1.0,0.049008168028004666,3.0,0.4714285714285714,2.0,1.0,14.0,1.0,1.0,1.0
1.0,1.0,111.0,0.5306122448979597,0.45454545454545453,0.12643678160919541,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.9014084507042254,0.7082847141190198,3.0,0.14285714285714285,1.0,1.0,15.0,1.0,1.0,0.0
2.0,1.0,112.0,0.693877551020408,0.11688311688311688,0.3563218390804598,1.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.5211267605633803,0.7199533255542591,2.0,0.14285714285714285,1.0,1.0,8.0,1.0,1.0,0.0
1.0,1.0,113.0,0.4897959183673468,0.19480519480519481,0.1724137931034483,1.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,0.13333333333333333,4.0,5.0,0.676056338028169,0.8366394399066511,2.0,0.14285714285714285,3.0,1.0,29.0,1.0,1.0,0.0
2.0,1.0,114.0,0.5306122448979597,0.07792207792207792,0.3563218390804598,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,1.0,2.0,12.0,1.0,1.0,0.0
1.0,1.0,115.0,0.5306122448979597,0.11688311688311688,0.12643678160919541,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.43661971830985913,0.6382730455075846,2.0,0.0,1.0,1.0,13.0,1.0,1.0,0.0
1.0,1.0,116.0,0.5918367346938774,0.07792207792207792,0.1724137931034483,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.5070422535211268,0.060676779463243874,2.0,0.14285714285714285,2.0,1.0,32.0,1.0,1.0,0.0
2.0,1.0,117.0,0.8367346938775515,0.19480519480519481,0.011494252873563218,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,0.13333333333333333,3.0,5.0,0.4788732394366197,0.6149358226371062,1.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,118.0,0.5306122448979597,0.23376623376623376,0.12643678160919541,1.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,0.13333333333333333,3.0,5.0,0.5915492957746479,0.49824970828471415,3.0,0.14285714285714285,3.0,1.0,33.0,1.0,1.0,0.0
1.0,1.0,119.0,0.8163265306122451,0.5844155844155844,0.4482758620689655,3.0,1.0,5.0,1.0,3.0,3.0,3.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.7323943661971831,0.7082847141190198,1.0,0.14285714285714285,3.0,2.0,11.0,1.0,1.0,0.0
2.0,1.0,120.0,0.5306122448979597,0.09090909090909091,0.1724137931034483,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,1.0,0.4647887323943662,0.03500583430571762,2.0,0.14285714285714285,1.0,2.0,12.0,1.0,1.0,0.0
1.0,1.0,121.0,0.6122448979591838,0.4805194805194805,0.3563218390804598,1.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,0.7333333333333333,4.0,4.0,0.7183098591549296,0.060676779463243874,2.0,0.14285714285714285,1.0,1.0,22.0,1.0,1.0,0.0
1.0,1.0,122.0,0.5306122448979597,0.22727272727272727,0.1724137931034483,3.0,1.0,1.0,2.0,5.0,3.0,4.0,3.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,3.0,1.0,6.0,1.0,1.0,0.0
2.0,1.0,123.0,0.428571428571429,0.09090909090909091,0.12643678160919541,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,0.13333333333333333,1.0,5.0,0.43661971830985913,0.045507584597432905,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,124.0,0.6326530612244903,0.6428571428571429,0.4482758620689655,3.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,0.13333333333333333,4.0,5.0,0.7464788732394366,0.7316219369894983,3.0,0.14285714285714285,1.0,1.0,30.0,1.0,1.0,0.0
1.0,1.0,125.0,0.5306122448979597,0.11688311688311688,0.12643678160919541,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,1.0,1.0,2.0,1.0,1.0,0.0
1.0,1.0,126.0,0.5714285714285725,0.19480519480519481,0.2413793103448276,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,3.0,2.0,0.6197183098591549,0.7316219369894983,2.0,0.14285714285714285,1.0,1.0,34.0,1.0,1.0,0.0
1.0,1.0,127.0,0.5306122448979597,0.19480519480519481,0.2413793103448276,3.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.5774647887323944,0.7782963827304551,3.0,0.14285714285714285,1.0,1.0,35.0,4.0,1.0,0.0
1.0,1.0,128.0,0.6122448979591838,0.35064935064935066,0.2413793103448276,3.0,1.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,0.7333333333333333,4.0,4.0,0.6056338028169014,0.049008168028004666,3.0,0.14285714285714285,2.0,1.0,36.0,1.0,1.0,0.0
1.0,1.0,58.0,0.5306122448979597,0.11688311688311688,0.1724137931034483,3.0,3.0,6.0,2.0,5.0,3.0,4.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.9014084507042254,0.052508751458576426,2.0,0.14285714285714285,2.0,1.0,29.0,1.0,1.0,0.0
2.0,1.0,129.0,0.4897959183673468,0.16883116883116883,0.08045977011494253,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.13333333333333333,1.0,5.0,0.5633802816901409,0.7549591598599766,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0
2.0,1.0,130.0,0.5714285714285725,0.24675324675324675,0.26436781609195403,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.13333333333333333,1.0,1.0,0.5492957746478874,0.7199533255542591,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,131.0,0.6326530612244903,0.5844155844155844,0.5862068965517241,4.0,3.0,6.0,2.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.704225352112676,0.049008168028004666,2.0,0.14285714285714285,1.0,1.0,27.0,1.0,1.0,0.0
1.0,1.0,132.0,0.7959183673469388,0.22077922077922077,0.9310344827586207,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,0.13333333333333333,4.0,5.0,0.49295774647887325,0.039673278879813305,2.0,0.14285714285714285,1.0,1.0,37.0,1.0,1.0,0.0
1.0,1.0,133.0,0.6326530612244903,0.19480519480519481,0.12643678160919541,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4084507042253521,0.5799299883313885,1.0,0.14285714285714285,1.0,1.0,38.0,1.0,1.0,0.0
1.0,1.0,134.0,0.5918367346938774,0.19480519480519481,0.08045977011494253,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.26666666666666666,1.0,4.0,0.36619718309859156,0.03150525087514586,1.0,0.2857142857142857,1.0,1.0,28.0,1.0,1.0,0.0
2.0,2.0,135.0,0.5306122448979597,0.45454545454545453,0.40229885057471265,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,0.13333333333333333,1.0,5.0,0.4647887323943662,0.016336056009334892,2.0,0.14285714285714285,1.0,2.0,17.0,1.0,1.0,0.0
1.0,1.0,136.0,0.5714285714285725,0.11688311688311688,0.10344827586206896,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,0.13333333333333333,4.0,5.0,0.6197183098591549,0.8249708284714119,1.0,0.14285714285714285,1.0,1.0,39.0,1.0,1.0,0.0
1.0,1.0,137.0,0.5306122448979597,0.19480519480519481,0.4482758620689655,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.7605633802816901,0.050175029171528586,2.0,0.14285714285714285,2.0,1.0,6.0,1.0,1.0,0.0
2.0,1.0,138.0,0.5102040816326532,0.37662337662337664,0.1724137931034483,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.13333333333333333,4.0,1.0,0.4647887323943662,0.6149358226371062,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
2.0,1.0,139.0,0.5306122448979597,0.09090909090909091,0.034482758620689655,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.13333333333333333,1.0,5.0,0.5352112676056338,0.7082847141190198,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
2.0,1.0,140.0,0.5918367346938774,0.19480519480519481,0.12643678160919541,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,0.13333333333333333,3.0,5.0,0.4225352112676056,0.7316219369894983,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
2.0,1.0,141.0,0.6326530612244903,0.19480519480519481,0.3563218390804598,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.13333333333333333,3.0,2.0,0.6338028169014085,0.6499416569428238,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,142.0,0.428571428571429,0.11688311688311688,0.3563218390804598,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.5211267605633803,0.603267211201867,3.0,0.14285714285714285,3.0,1.0,2.0,1.0,1.0,0.0
2.0,1.0,143.0,0.36734693877551117,0.03896103896103896,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,1.0,0.43661971830985913,0.0280046674445741,2.0,0.14285714285714285,1.0,2.0,28.0,1.0,1.0,0.0
2.0,1.0,144.0,0.6326530612244903,0.45454545454545453,0.12643678160919541,3.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,3.0,2.0,8.0,1.0,1.0,0.0
1.0,1.0,145.0,0.6326530612244903,0.42857142857142855,0.2413793103448276,2.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,0.13333333333333333,3.0,5.0,0.647887323943662,0.7199533255542591,2.0,0.14285714285714285,1.0,1.0,35.0,5.0,1.0,0.0
1.0,1.0,146.0,0.5306122448979597,0.11688311688311688,0.12643678160919541,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.5774647887323944,0.0630105017502917,2.0,0.14285714285714285,2.0,1.0,2.0,1.0,1.0,0.0
1.0,1.0,147.0,0.4897959183673468,0.37662337662337664,0.8160919540229885,3.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,0.13333333333333333,4.0,5.0,0.8450704225352113,1.0,2.0,0.14285714285714285,3.0,1.0,6.0,1.0,1.0,0.0
2.0,1.0,148.0,0.428571428571429,0.09090909090909091,0.011494252873563218,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.13333333333333333,3.0,3.0,0.5492957746478874,0.5565927654609102,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0
1.0,2.0,149.0,0.7142857142857145,0.5844155844155844,0.2413793103448276,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,0.26666666666666666,4.0,5.0,0.6056338028169014,0.03500583430571762,1.0,0.14285714285714285,1.0,2.0,22.0,1.0,1.0,0.0
1.0,1.0,150.0,0.4897959183673468,0.06493506493506493,0.034482758620689655,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.13333333333333333,1.0,2.0,0.4788732394366197,0.043173862310385065,2.0,0.14285714285714285,1.0,1.0,12.0,1.0,1.0,0.0
2.0,1.0,151.0,0.5306122448979597,0.11688311688311688,0.12643678160919541,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,152.0,0.551020408163266,0.06493506493506493,0.3103448275862069,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,3.0,1.0,20.0,1.0,1.0,0.0
1.0,1.0,153.0,0.5306122448979597,0.14285714285714285,0.21839080459770116,3.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,0.13333333333333333,4.0,4.0,0.4647887323943662,0.05600933488914819,2.0,0.14285714285714285,1.0,1.0,7.0,1.0,1.0,0.0
1.0,1.0,154.0,0.7755102040816337,0.37662337662337664,0.5632183908045977,4.0,4.0,1.0,2.0,5.0,4.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,3.0,2.0,6.0,1.0,1.0,0.0
1.0,1.0,155.0,0.6326530612244903,0.4025974025974026,0.3563218390804598,4.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.5915492957746479,0.7432905484247375,2.0,0.14285714285714285,1.0,1.0,2.0,1.0,1.0,0.0
1.0,1.0,156.0,0.693877551020408,0.12987012987012986,0.05747126436781609,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.13333333333333333,3.0,5.0,0.4788732394366197,0.6382730455075846,2.0,0.14285714285714285,1.0,1.0,12.0,1.0,1.0,0.0
1.0,1.0,157.0,0.7755102040816337,0.5844155844155844,0.12643678160919541,4.0,3.0,5.0,2.0,2.0,3.0,3.0,1.0,3.0,0.13333333333333333,4.0,4.0,0.7887323943661971,0.06417736289381565,3.0,0.14285714285714285,2.0,1.0,29.0,1.0,1.0,0.0
1.0,1.0,158.0,0.38775510204081615,0.38961038961038963,0.3563218390804598,3.0,1.0,6.0,2.0,5.0,4.0,3.0,2.0,2.0,0.13333333333333333,1.0,5.0,0.8591549295774648,0.544924154025671,3.0,0.14285714285714285,3.0,1.0,6.0,1.0,1.0,0.0
1.0,2.0,159.0,0.6326530612244903,0.5844155844155844,0.7011494252873564,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.13333333333333333,1.0,5.0,0.43661971830985913,0.5915985997666278,1.0,0.0,1.0,1.0,13.0,4.0,2.0,0.0
1.0,1.0,160.0,0.6326530612244903,0.4805194805194805,0.3563218390804598,3.0,3.0,1.0,1.0,4.0,3.0,4.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,1.0,1.0,22.0,1.0,1.0,0.0
2.0,1.0,161.0,0.8367346938775515,0.4025974025974026,0.21839080459770116,3.0,3.0,6.0,1.0,5.0,4.0,1.0,2.0,3.0,0.13333333333333333,4.0,5.0,0.9577464788732394,0.036172695449241545,2.0,0.37142857142857144,2.0,2.0,40.0,1.0,1.0,0.0
1.0,1.0,162.0,0.6326530612244903,0.0,0.10344827586206896,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.5070422535211268,0.05134189031505251,2.0,0.14285714285714285,1.0,1.0,18.0,1.0,1.0,0.0
2.0,1.0,64.0,0.428571428571429,0.11688311688311688,0.2413793103448276,4.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,0.13333333333333333,1.0,1.0,0.6197183098591549,0.06184364060676779,2.0,0.14285714285714285,1.0,2.0,26.0,1.0,1.0,0.0
2.0,1.0,163.0,0.5714285714285725,0.07792207792207792,0.19540229885057472,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.13333333333333333,1.0,5.0,0.4507042253521127,0.042007001166861145,2.0,0.14285714285714285,1.0,2.0,12.0,1.0,1.0,0.0
2.0,1.0,164.0,0.5102040816326532,0.15584415584415584,0.3793103448275862,2.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,0.13333333333333333,4.0,2.0,0.6056338028169014,0.5915985997666278,3.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,165.0,0.551020408163266,0.2597402597402597,0.14942528735632185,3.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4507042253521127,0.7199533255542591,2.0,0.14285714285714285,3.0,1.0,6.0,1.0,1.0,0.0
1.0,1.0,166.0,0.5306122448979597,0.38961038961038963,0.2413793103448276,4.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.7183098591549296,0.03267211201866978,2.0,0.14285714285714285,2.0,1.0,6.0,1.0,1.0,0.0
1.0,1.0,167.0,0.5306122448979597,0.03896103896103896,0.26436781609195403,1.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,0.4,4.0,4.0,0.5211267605633803,0.030338389731621944,2.0,0.14285714285714285,2.0,1.0,29.0,1.0,1.0,0.0
2.0,1.0,43.0,0.5306122448979597,0.42857142857142855,0.12643678160919541,3.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.7887323943661971,0.049008168028004666,2.0,0.14285714285714285,2.0,1.0,41.0,1.0,1.0,0.0
1.0,1.0,168.0,0.4489795918367354,0.24675324675324675,0.26436781609195403,3.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,0.7333333333333333,1.0,5.0,0.6056338028169014,0.045507584597432905,1.0,0.14285714285714285,1.0,1.0,21.0,1.0,1.0,0.0
1.0,1.0,169.0,0.551020408163266,0.37662337662337664,0.1724137931034483,3.0,3.0,4.0,1.0,5.0,4.0,3.0,2.0,1.0,0.13333333333333333,3.0,4.0,0.5211267605633803,0.015169194865810967,2.0,0.14285714285714285,2.0,1.0,15.0,1.0,1.0,0.0
1.0,1.0,170.0,0.5306122448979597,0.5064935064935064,0.5862068965517241,2.0,3.0,4.0,1.0,4.0,3.0,3.0,2.0,1.0,0.13333333333333333,3.0,4.0,0.4647887323943662,0.049008168028004666,3.0,0.14285714285714285,1.0,1.0,29.0,1.0,1.0,0.0
2.0,1.0,171.0,0.5714285714285725,0.11688311688311688,0.12643678160919541,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,2.0,0.4225352112676056,0.03850641773628938,2.0,0.14285714285714285,1.0,2.0,12.0,1.0,1.0,0.0
1.0,1.0,172.0,0.7959183673469388,0.45454545454545453,0.4827586206896552,4.0,4.0,6.0,1.0,2.0,4.0,1.0,1.0,3.0,0.13333333333333333,4.0,4.0,0.8732394366197183,0.1131855309218203,3.0,0.14285714285714285,3.0,1.0,18.0,1.0,1.0,0.0
2.0,1.0,173.0,0.24489795918367413,0.07792207792207792,0.10344827586206896,3.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.676056338028169,0.04434072345390898,2.0,0.14285714285714285,2.0,1.0,39.0,1.0,1.0,0.0
1.0,1.0,174.0,0.5306122448979597,0.3246753246753247,0.12643678160919541,3.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.5492957746478874,0.7782963827304551,2.0,0.14285714285714285,1.0,1.0,12.0,1.0,1.0,0.0
1.0,2.0,175.0,0.693877551020408,1.0,0.8620689655172413,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,0.13333333333333333,2.0,5.0,0.4084507042253521,0.0,2.0,0.14285714285714285,2.0,1.0,17.0,1.0,1.0,0.0
1.0,1.0,176.0,0.428571428571429,0.2727272727272727,0.12643678160919541,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.13333333333333333,1.0,5.0,0.43661971830985913,0.7199533255542591,2.0,0.14285714285714285,3.0,1.0,42.0,1.0,1.0,0.0
2.0,1.0,177.0,0.428571428571429,0.14285714285714285,0.034482758620689655,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.13333333333333333,3.0,5.0,0.4507042253521127,0.6732788798133023,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0
2.0,1.0,178.0,0.5306122448979597,0.06493506493506493,0.1839080459770115,3.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.7666277712952159,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
2.0,2.0,179.0,0.6530612244897966,0.37662337662337664,0.21839080459770116,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.43661971830985913,0.030338389731621944,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,180.0,0.34693877551020474,0.2922077922077922,0.3103448275862069,3.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,0.5333333333333333,4.0,4.0,0.6197183098591549,0.04784130688448075,3.0,0.31428571428571433,2.0,1.0,43.0,1.0,1.0,1.0
2.0,1.0,181.0,0.5306122448979597,0.16883116883116883,0.6781609195402298,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,1.0,5.0,0.5070422535211268,0.03150525087514586,2.0,0.14285714285714285,3.0,1.0,44.0,1.0,1.0,0.0
1.0,1.0,182.0,0.5714285714285725,0.07792207792207792,0.12643678160919541,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,3.0,5.0,0.6056338028169014,0.661610268378063,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,183.0,0.7959183673469388,0.22077922077922077,0.9310344827586207,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,0.7333333333333333,1.0,5.0,0.49295774647887325,0.039673278879813305,2.0,0.14285714285714285,1.0,1.0,28.0,1.0,1.0,0.0
1.0,1.0,184.0,0.428571428571429,0.19480519480519481,0.47126436781609193,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,0.3333333333333333,3.0,4.0,0.43661971830985913,0.037339556592765465,2.0,0.14285714285714285,2.0,1.0,15.0,1.0,1.0,0.0
