feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
1.0,0.2650583896742471,0.10714285714285714,1.0,1.0,3.0,3.0,0.005789473684210527,2.0,1.0,0.0,1.0,1.0,0.06,0.0,0.0
2.0,0.3315918869084204,0.1682142857142857,1.0,1.0,5.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,0.08,0.0,0.0
2.0,0.23171481253841428,0.19642857142857142,1.0,1.0,13.0,3.0,0.19298245614035087,2.0,1.0,0.0,1.0,2.0,0.05,0.0,0.0
1.0,0.12154271665642284,0.08928571428571429,1.0,1.0,5.0,4.0,0.0029824561403508773,2.0,1.0,0.0,1.0,1.0,0.05,0.04208,0.0
1.0,0.17916410571604177,0.019285714285714288,1.0,1.0,13.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,0.05,0.0,0.0
1.0,0.02688998156115553,0.011964285714285715,2.0,2.0,13.0,3.0,0.010175438596491228,2.0,1.0,0.0,2.0,2.0,0.1,0.0,0.0
1.0,0.1421327596803934,0.07142857142857142,1.0,1.0,9.0,8.0,0.005789473684210527,2.0,2.0,0.05,2.0,1.0,0.16,0.013,0.0
1.0,0.4250153657037492,0.044642857142857144,1.0,1.0,11.0,3.0,0.4868421052631579,2.0,2.0,0.025,1.0,1.0,0.176,0.00112,0.0
2.0,0.1164720344191764,0.22017857142857142,1.0,1.0,12.0,3.0,0.005789473684210527,2.0,1.0,0.0,2.0,1.0,0.11,0.01,0.0
1.0,0.37261831591886907,0.06107142857142857,2.0,2.0,11.0,3.0,0.005789473684210527,2.0,1.0,0.0,2.0,2.0,0.2,0.0,0.0
2.0,0.1292255685310387,0.4107142857142857,2.0,2.0,13.0,1.0,0.10526315789473684,2.0,1.0,0.0,1.0,1.0,0.01,0.00016,0.0
1.0,0.09603564843269825,0.026785714285714284,2.0,2.0,1.0,9.0,0.02631578947368421,2.0,1.0,0.0,1.0,1.0,0.066,2e-05,0.0
1.0,0.27397049784880145,0.08928571428571429,2.0,2.0,4.0,3.0,0.24561403508771928,2.0,1.0,0.0,1.0,1.0,0.14,0.0,0.0
1.0,0.17148125384142593,0.4642857142857143,1.0,1.0,9.0,8.0,0.0,2.0,1.0,0.0,1.0,1.0,0.07,0.0111,0.0
2.0,0.45835894283958206,0.16375,1.0,1.0,13.0,1.0,0.03508771929824561,2.0,1.0,0.0,1.0,2.0,0.12,0.0,0.0
1.0,0.1702519975414874,0.055,1.0,1.0,4.0,3.0,0.0043859649122807015,2.0,1.0,0.0,2.0,1.0,0.05,0.0,0.0
1.0,0.19975414874001232,0.02089285714285714,1.0,1.0,12.0,3.0,0.0014035087719298247,2.0,1.0,0.0,2.0,1.0,0.13,0.01004,0.0
2.0,0.08696988322065148,0.017857142857142856,2.0,2.0,9.0,8.0,0.03508771929824561,2.0,1.0,0.0,2.0,1.0,0.13,0.0,0.0
1.0,0.2074370006146282,0.5178571428571429,1.0,1.0,3.0,3.0,0.0043859649122807015,2.0,1.0,0.0,2.0,1.0,0.0,0.00286,0.0
1.0,0.08451137062077446,0.02982142857142857,2.0,2.0,6.0,3.0,0.07017543859649122,2.0,1.0,0.0,1.0,2.0,0.12,0.0,0.0
1.0,0.29578979717271053,0.047678571428571424,1.0,1.0,2.0,2.0,0.0043859649122807015,2.0,1.0,0.0,1.0,1.0,0.22,0.045,0.0
1.0,0.2828826060233558,0.008928571428571428,1.0,1.0,2.0,2.0,0.14035087719298245,2.0,1.0,0.0,1.0,2.0,0.21,0.0,0.0
1.0,0.430239704978488,0.17857142857142858,1.0,1.0,2.0,2.0,0.07894736842105263,2.0,1.0,0.0,1.0,1.0,0.0705,0.0,0.0
2.0,0.11524277811923789,0.25,1.0,1.0,6.0,3.0,0.005789473684210527,2.0,1.0,0.0,2.0,1.0,0.08,0.0,0.0
2.0,0.14074984634296248,0.08928571428571429,2.0,2.0,2.0,2.0,0.15789473684210525,2.0,1.0,0.0,2.0,1.0,0.1,0.00456,0.0
2.0,0.6401352181929932,0.15178571428571427,2.0,2.0,5.0,4.0,0.17543859649122806,2.0,1.0,0.0,1.0,1.0,0.0,4e-05,0.0
1.0,0.10617701290719113,0.4092857142857143,1.0,1.0,13.0,3.0,0.055614035087719296,2.0,1.0,0.0,1.0,1.0,0.05,0.01212,0.0
1.0,0.2893362015980332,0.19642857142857142,2.0,2.0,6.0,3.0,0.05263157894736842,2.0,1.0,0.0,1.0,1.0,0.03,0.0,0.0
1.0,0.11385986478180699,0.05357142857142857,2.0,2.0,12.0,3.0,0.018947368421052633,2.0,1.0,0.0,1.0,1.0,0.06,0.00067,0.0
1.0,0.09219422249539032,0.0,1.0,1.0,6.0,3.0,0.017543859649122806,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
1.0,0.17670559311616474,0.5208928571428572,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.089,0.0,0.0
1.0,0.11908420405654582,0.006071428571428572,1.0,1.0,11.0,3.0,0.0029824561403508773,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
1.0,0.0,0.25,1.0,1.0,9.0,3.0,0.03508771929824561,2.0,1.0,0.0,2.0,1.0,0.3,0.0,0.0
1.0,0.38030116779348494,0.17857142857142858,1.0,1.0,2.0,2.0,0.007368421052631579,2.0,1.0,0.0,2.0,1.0,0.275,0.0,0.0
1.0,0.18822987092808854,0.44642857142857145,1.0,1.0,12.0,2.0,0.008771929824561403,2.0,1.0,0.0,1.0,1.0,0.36,0.0,0.0
1.0,0.14720344191763984,0.019285714285714288,1.0,1.0,11.0,3.0,0.03508771929824561,2.0,1.0,0.0,1.0,1.0,0.06,1e-05,0.0
1.0,0.3995082974800246,0.044642857142857144,2.0,2.0,4.0,3.0,0.008771929824561403,2.0,1.0,0.0,2.0,1.0,0.0,0.00195,0.0
2.0,0.27519975414874,0.05803571428571429,1.0,1.0,3.0,3.0,0.018947368421052633,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.2252612169637369,0.07285714285714286,2.0,2.0,8.0,1.0,0.0014035087719298247,2.0,1.0,0.0,2.0,1.0,0.064,1e-05,0.0
2.0,0.1292255685310387,0.02089285714285714,2.0,2.0,5.0,4.0,0.0043859649122807015,2.0,1.0,0.0,2.0,1.0,0.06,0.00087,0.0
1.0,0.1690227412415489,0.44642857142857145,2.0,2.0,13.0,1.0,0.043859649122807015,2.0,1.0,0.0,1.0,1.0,0.0,0.00017,0.0
1.0,0.24323909035033806,0.07446428571428572,1.0,1.0,6.0,3.0,0.0029824561403508773,2.0,1.0,0.0,2.0,1.0,0.15,0.0,0.0
1.0,0.08574062692071298,0.18160714285714286,2.0,2.0,14.0,3.0,0.010175438596491228,2.0,1.0,0.0,2.0,1.0,0.07,0.00184,0.0
1.0,0.2112784265519361,0.013392857142857142,1.0,1.0,6.0,3.0,0.010175438596491228,2.0,1.0,0.0,2.0,1.0,0.11,0.0014,0.0
2.0,0.5646896127842655,0.23214285714285715,1.0,1.0,2.0,2.0,0.10824561403508771,2.0,1.0,0.0,1.0,1.0,0.0365,0.0,0.0
2.0,0.11524277811923789,0.011964285714285715,1.0,1.0,7.0,3.0,0.02631578947368421,2.0,1.0,0.0,2.0,2.0,0.08,0.0,0.0
1.0,0.2893362015980332,0.18160714285714286,2.0,2.0,2.0,2.0,0.03807017543859649,2.0,1.0,0.0,1.0,1.0,0.24,0.0,0.0
2.0,0.834818684695759,0.21428571428571427,1.0,1.0,5.0,4.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
2.0,0.3866011063306699,0.29017857142857145,2.0,2.0,13.0,3.0,0.005789473684210527,2.0,2.0,0.05,2.0,1.0,0.0,0.00018,0.0
2.0,0.06776275353411183,0.02375,2.0,2.0,6.0,3.0,0.03508771929824561,2.0,2.0,0.025,2.0,1.0,1.0,2e-05,0.0
1.0,0.012753534111862325,0.11160714285714286,1.0,1.0,4.0,3.0,0.0029824561403508773,2.0,2.0,0.025,2.0,1.0,0.0,6e-05,0.0
1.0,0.02934849416103255,0.008928571428571428,1.0,1.0,7.0,3.0,0.011754385964912281,2.0,2.0,0.1,2.0,1.0,0.08,8e-05,0.0
1.0,0.24708051628764596,0.10124999999999999,1.0,1.0,5.0,4.0,0.0,2.0,2.0,0.125,2.0,1.0,0.088,0.00146,0.0
1.0,0.15365703749231718,0.10714285714285714,1.0,1.0,6.0,3.0,0.043859649122807015,2.0,2.0,0.025,2.0,1.0,0.0,0.00022,0.0
2.0,0.11524277811923789,0.028214285714285716,1.0,1.0,2.0,3.0,0.0029824561403508773,2.0,1.0,0.0,2.0,1.0,0.072,0.0,0.0
1.0,0.3904425322679778,0.05357142857142857,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.15,0.0,0.0
1.0,0.10878918254456055,0.016428571428571428,1.0,1.0,13.0,3.0,0.0043859649122807015,2.0,1.0,0.0,1.0,1.0,0.14,0.00055,0.0
2.0,0.10878918254456055,0.044642857142857144,2.0,2.0,5.0,4.0,0.11403508771929824,2.0,1.0,0.0,2.0,1.0,0.14,0.0,0.0
1.0,0.11263060848186847,0.004464285714285714,2.0,2.0,13.0,3.0,0.0043859649122807015,2.0,1.0,0.0,2.0,1.0,0.1,0.0007,0.0
1.0,0.1292255685310387,0.06392857142857143,1.0,1.0,6.0,3.0,0.018947368421052633,2.0,1.0,0.0,1.0,1.0,0.068,1e-05,0.0
1.0,0.3572526121696374,0.02517857142857143,1.0,1.0,6.0,3.0,0.013157894736842105,2.0,2.0,0.05,2.0,1.0,0.1125,0.005,0.0
2.0,0.17532267977873384,0.09071428571428572,2.0,2.0,5.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,0.09,0.0006,0.0
1.0,0.3047019053472649,0.08928571428571429,1.0,1.0,2.0,3.0,0.03508771929824561,2.0,1.0,0.0,1.0,1.0,0.105,0.0,0.0
1.0,0.08066994468346653,0.03875,1.0,1.0,7.0,3.0,0.05263157894736842,2.0,1.0,0.0,2.0,1.0,0.054,7e-05,0.0
1.0,0.21896127842655197,0.044642857142857144,1.0,1.0,4.0,3.0,0.06140350877192982,2.0,1.0,0.0,2.0,1.0,0.1,0.0,0.0
1.0,0.1690227412415489,0.02982142857142857,1.0,1.0,10.0,3.0,0.040877192982456144,2.0,1.0,0.0,2.0,1.0,0.05,0.0,0.0
1.0,0.28426551936078676,0.07732142857142857,1.0,1.0,6.0,3.0,0.05263157894736842,2.0,1.0,0.0,2.0,3.0,0.06,0.0,0.0
1.0,0.1445912722802704,0.044642857142857144,1.0,1.0,6.0,3.0,0.008771929824561403,2.0,1.0,0.0,2.0,1.0,0.055,0.0,0.0
2.0,0.19207129686539648,0.07285714285714286,1.0,1.0,4.0,3.0,0.008771929824561403,2.0,1.0,0.0,1.0,1.0,0.09,0.0005,0.0
1.0,0.3431161647203442,0.02982142857142857,1.0,1.0,9.0,3.0,0.0014035087719298247,2.0,1.0,0.0,2.0,1.0,0.06,5e-05,0.0
1.0,0.5224339274738783,0.08178571428571428,1.0,1.0,5.0,4.0,0.010175438596491228,2.0,1.0,0.0,2.0,1.0,0.1,3e-05,0.0
1.0,0.2828826060233558,0.011964285714285715,2.0,2.0,10.0,3.0,0.0029824561403508773,2.0,1.0,0.0,2.0,1.0,0.09,0.0,0.0
1.0,0.5633066994468346,0.10714285714285714,2.0,2.0,5.0,4.0,0.05263157894736842,2.0,1.0,0.0,2.0,1.0,0.09,4e-05,0.0
1.0,0.11908420405654582,0.11303571428571428,2.0,2.0,6.0,3.0,0.005789473684210527,2.0,1.0,0.0,2.0,1.0,0.08,0.01058,0.0
1.0,0.1023355869698832,0.055,1.0,1.0,13.0,3.0,0.0029824561403508773,2.0,1.0,0.0,1.0,1.0,0.178,0.0,0.0
1.0,0.15488629379225569,0.03571428571428571,1.0,1.0,12.0,3.0,0.017543859649122806,2.0,1.0,0.0,2.0,1.0,0.1,0.0,0.0
1.0,0.6670251997541488,0.09678571428571428,1.0,1.0,6.0,3.0,0.08473684210526317,2.0,1.0,0.0,1.0,1.0,0.16,0.0,0.0
1.0,0.05885064535955747,0.0,2.0,2.0,5.0,4.0,0.0,2.0,2.0,0.1,2.0,1.0,0.0225,1e-05,0.0
1.0,0.06776275353411183,0.02089285714285714,1.0,1.0,5.0,4.0,0.0,2.0,2.0,0.075,2.0,1.0,0.175,0.00769,0.0
2.0,0.5863552550706822,0.005892857142857143,1.0,1.0,5.0,4.0,0.0,2.0,1.0,0.0,1.0,2.0,0.031,0.00027,0.0
2.0,0.1843884449907806,0.044642857142857144,1.0,1.0,5.0,4.0,0.0,2.0,2.0,0.025,2.0,1.0,0.046,0.003,0.0
1.0,0.16518131530424096,0.03125,1.0,1.0,13.0,3.0,0.013157894736842105,2.0,2.0,0.05,1.0,1.0,0.087,3e-05,0.0
1.0,0.12154271665642284,0.0,1.0,1.0,13.0,3.0,0.03508771929824561,2.0,2.0,0.275,2.0,2.0,0.0,0.0,0.0
1.0,0.37507682851874613,0.17857142857142858,1.0,1.0,5.0,4.0,0.0,2.0,2.0,0.05,2.0,1.0,0.0085,1e-05,0.0
1.0,0.23678549477566072,0.09678571428571428,2.0,2.0,11.0,3.0,0.0043859649122807015,2.0,1.0,0.0,1.0,2.0,0.04,0.0,0.0
1.0,0.03196066379840197,0.10714285714285714,1.0,1.0,13.0,3.0,0.0014035087719298247,2.0,1.0,0.0,1.0,1.0,0.08,0.0004,0.0
2.0,0.03841425937307932,0.0,2.0,2.0,14.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,0.043,0.0,0.0
2.0,0.11524277811923789,0.4017857142857143,1.0,1.0,5.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.052,0.0
1.0,0.020436385986478182,0.004464285714285714,1.0,1.0,6.0,3.0,0.005789473684210527,2.0,1.0,0.0,2.0,1.0,0.066,0.0,0.0
2.0,0.18684695759065764,0.05946428571428571,1.0,1.0,5.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,0.17,1e-05,0.0
1.0,0.24708051628764596,0.04017857142857143,1.0,1.0,5.0,4.0,0.0,2.0,2.0,0.025,2.0,1.0,0.048,0.00019,0.0
1.0,0.07421634910878919,0.25,1.0,1.0,6.0,3.0,0.017543859649122806,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
1.0,0.11524277811923789,0.10714285714285714,2.0,2.0,2.0,2.0,0.24561403508771928,2.0,1.0,0.0,2.0,1.0,0.0,1e-05,0.0
1.0,0.3738475722188076,0.05803571428571429,1.0,1.0,6.0,3.0,0.05263157894736842,2.0,1.0,0.0,2.0,1.0,0.0,0.00316,0.0
1.0,0.32775046097111243,0.15178571428571427,1.0,1.0,7.0,3.0,0.12280701754385964,2.0,1.0,0.0,2.0,1.0,0.227,0.0005,0.0
1.0,0.2240319606637984,0.02375,1.0,1.0,4.0,3.0,0.008771929824561403,2.0,1.0,0.0,1.0,1.0,0.15,0.0,0.0
1.0,0.5723724646588814,0.05357142857142857,1.0,1.0,3.0,3.0,0.13157894736842105,2.0,1.0,0.0,1.0,1.0,0.0,0.0035,0.0
1.0,0.322679778733866,0.6473214285714286,1.0,1.0,4.0,3.0,0.0029824561403508773,2.0,1.0,0.0,2.0,1.0,0.16,0.03552,0.0
1.0,0.29824830977258754,0.0,1.0,1.0,6.0,3.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0
1.0,0.2228027043638599,0.026785714285714284,2.0,2.0,6.0,3.0,0.0014035087719298247,2.0,1.0,0.0,2.0,1.0,0.12,0.0,0.0
1.0,0.322679778733866,0.19642857142857142,1.0,1.0,2.0,2.0,0.17543859649122806,2.0,1.0,0.0,2.0,1.0,0.105,0.00687,0.0
1.0,0.16133988936693303,0.010357142857142856,2.0,2.0,6.0,3.0,0.05263157894736842,2.0,1.0,0.0,1.0,1.0,0.08,0.0,0.0
2.0,0.1433620159803319,0.08625000000000001,2.0,2.0,6.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.06,0.0,0.0
1.0,0.13690842040565457,0.03125,1.0,1.0,11.0,3.0,0.0029824561403508773,2.0,2.0,0.1,2.0,1.0,0.127,0.0195,0.0
1.0,0.10371850030731411,0.017857142857142856,1.0,1.0,6.0,3.0,0.0043859649122807015,2.0,1.0,0.0,2.0,1.0,0.18,0.0,0.0
2.0,0.32897971727105096,0.010357142857142856,1.0,1.0,5.0,4.0,0.0,2.0,2.0,0.25,2.0,1.0,0.1,0.00018,0.0
2.0,0.12031346035648433,0.06553571428571428,1.0,1.0,14.0,5.0,0.0,2.0,2.0,0.025,2.0,1.0,0.1,0.00053,0.0
2.0,0.19068838352796555,0.10714285714285714,1.0,1.0,11.0,3.0,0.09789473684210527,2.0,2.0,0.025,1.0,1.0,0.14,0.0001,0.0
1.0,0.24446834665027656,0.11017857142857143,1.0,1.0,6.0,3.0,0.08771929824561403,2.0,2.0,0.05,1.0,1.0,0.08,0.00041,0.0
2.0,0.23432698217578368,0.049107142857142856,1.0,1.0,4.0,1.0,0.0014035087719298247,2.0,2.0,0.075,2.0,1.0,0.0,0.00033,0.0
1.0,0.10617701290719113,0.08339285714285714,1.0,1.0,13.0,3.0,0.02631578947368421,2.0,1.0,0.0,2.0,1.0,0.09,0.0,0.0
1.0,0.017824216349108763,0.14589285714285713,1.0,1.0,2.0,1.0,0.01456140350877193,2.0,1.0,0.0,1.0,1.0,0.06,0.0,0.0
2.0,0.10371850030731411,0.41660714285714284,1.0,1.0,13.0,1.0,0.0029824561403508773,2.0,1.0,0.0,2.0,1.0,0.16,5e-05,0.0
1.0,0.09081130915795942,0.14732142857142858,2.0,2.0,2.0,1.0,0.0014035087719298247,2.0,1.0,0.0,2.0,1.0,0.07,0.001,0.0
1.0,0.03457283343577139,0.23214285714285715,1.0,1.0,2.0,3.0,0.0043859649122807015,2.0,1.0,0.0,2.0,1.0,0.03,0.001,0.0
1.0,0.061462814996926886,0.14285714285714285,2.0,2.0,2.0,3.0,0.03508771929824561,2.0,1.0,0.0,1.0,1.0,0.18,0.01,0.0
1.0,0.08451137062077446,0.01482142857142857,1.0,1.0,6.0,3.0,0.0043859649122807015,2.0,1.0,0.0,2.0,1.0,0.0,0.00044,0.0
1.0,0.17793484941610327,0.07142857142857142,1.0,1.0,3.0,3.0,0.02631578947368421,2.0,1.0,0.0,1.0,1.0,0.04,0.0,0.0
1.0,0.1292255685310387,0.02982142857142857,1.0,1.0,2.0,1.0,0.0029824561403508773,2.0,1.0,0.0,1.0,1.0,0.11,5e-05,0.0
1.0,0.36877688998156116,0.08928571428571429,2.0,2.0,2.0,1.0,0.3508771929824561,2.0,1.0,0.0,1.0,2.0,0.1,0.0,0.0
1.0,0.1164720344191764,0.4107142857142857,1.0,1.0,2.0,3.0,0.01456140350877193,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
1.0,0.17409342347879533,0.09678571428571428,2.0,2.0,6.0,3.0,0.0029824561403508773,2.0,1.0,0.0,2.0,2.0,0.04,0.0,0.0
2.0,0.02688998156115553,0.017857142857142856,1.0,1.0,2.0,3.0,0.005789473684210527,2.0,2.0,0.15,1.0,1.0,0.12,0.00035,0.0
1.0,0.1279963122311002,0.11303571428571428,2.0,2.0,13.0,3.0,0.01456140350877193,2.0,2.0,0.025,1.0,1.0,0.14,0.0008,0.0
2.0,0.03318992009834048,0.3392857142857143,1.0,1.0,12.0,3.0,0.06140350877192982,2.0,2.0,0.25,1.0,1.0,0.0,0.0001,0.0
1.0,0.13183773816840813,0.01482142857142857,2.0,2.0,6.0,3.0,0.0014035087719298247,2.0,2.0,0.05,2.0,1.0,0.064,6e-05,0.0
1.0,0.29963122311001844,0.038571428571428576,1.0,1.0,11.0,3.0,0.040877192982456144,2.0,1.0,0.0,2.0,2.0,0.014,0.0,0.0
1.0,0.9167178856791641,0.6785714285714286,2.0,2.0,5.0,4.0,0.0014035087719298247,2.0,2.0,0.05,2.0,1.0,0.0,0.00351,0.0
1.0,0.19975414874001232,0.004464285714285714,2.0,2.0,13.0,3.0,0.0029824561403508773,2.0,1.0,0.0,2.0,1.0,0.108,0.021,0.0
1.0,0.1433620159803319,0.47625,2.0,2.0,12.0,3.0,0.0014035087719298247,2.0,1.0,0.0,1.0,1.0,0.06,0.00475,0.0
1.0,0.056238475722188055,0.12642857142857142,2.0,2.0,5.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,0.09,1e-05,0.0
1.0,0.4634296250768285,0.03571428571428571,1.0,1.0,7.0,3.0,0.0043859649122807015,2.0,1.0,0.0,1.0,1.0,0.1315,0.0,0.0
2.0,0.11263060848186847,0.30357142857142855,1.0,1.0,7.0,3.0,0.06140350877192982,1.0,2.0,0.25,2.0,1.0,0.04,0.0099,0.0
2.0,0.2060540872771973,0.05946428571428571,1.0,1.0,7.0,3.0,0.08473684210526317,1.0,1.0,0.0,1.0,1.0,0.22,0.0,0.0
1.0,0.46097111247695144,0.05357142857142857,1.0,1.0,6.0,3.0,0.08771929824561403,1.0,1.0,0.0,1.0,1.0,0.07,0.0,0.0
1.0,0.40580823601720956,0.0625,1.0,1.0,13.0,3.0,0.007368421052631579,1.0,1.0,0.0,2.0,1.0,0.08,0.0,0.0
2.0,0.6439766441303011,0.011964285714285715,1.0,1.0,2.0,2.0,0.03508771929824561,1.0,1.0,0.0,1.0,1.0,0.126,0.02197,0.0
2.0,0.623540258143823,0.25285714285714284,1.0,1.0,13.0,1.0,0.23684210526315788,1.0,2.0,0.075,1.0,1.0,0.05,0.0005,0.0
1.0,0.43146896127842654,0.9003571428571429,1.0,1.0,7.0,1.0,0.007368421052631579,1.0,2.0,0.025,2.0,1.0,0.38,0.0009,0.0
2.0,0.1561155500921942,0.07446428571428572,1.0,1.0,6.0,1.0,0.09649122807017543,1.0,1.0,0.0,1.0,1.0,0.18,1e-05,0.0
2.0,0.1445912722802704,0.02392857142857143,1.0,1.0,12.0,1.0,0.06140350877192982,1.0,1.0,0.0,2.0,1.0,0.2,0.0,0.0
1.0,0.430239704978488,0.08035714285714286,1.0,1.0,2.0,2.0,0.02631578947368421,1.0,1.0,0.0,2.0,1.0,0.28,0.0,0.0
1.0,0.3956668715427167,0.02982142857142857,1.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,0.065,1e-05,0.0
1.0,0.25599262446220034,0.08928571428571429,1.0,1.0,12.0,3.0,0.2631578947368421,1.0,1.0,0.0,1.0,1.0,0.2615,0.0,0.0
2.0,0.28810694529809466,0.056607142857142856,2.0,2.0,5.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,0.16,0.0,0.0
2.0,0.14981561155500925,0.044642857142857144,1.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,0.04,0.0,0.0
1.0,0.30854333128457284,0.11303571428571428,1.0,1.0,8.0,1.0,0.13157894736842105,1.0,1.0,0.0,1.0,1.0,0.34,0.0,0.0
1.0,0.2931776275353411,0.0625,1.0,1.0,4.0,2.0,0.008771929824561403,1.0,1.0,0.0,1.0,1.0,0.0815,0.0,0.0
1.0,1.0,0.19642857142857142,1.0,1.0,6.0,3.0,0.018947368421052633,1.0,1.0,0.0,2.0,1.0,0.0,0.0034,0.0
1.0,0.06530424093423481,0.05357142857142857,2.0,2.0,10.0,3.0,0.07017543859649122,1.0,1.0,0.0,1.0,1.0,0.05,0.0002,0.0
1.0,0.4237861094038107,0.10714285714285714,1.0,1.0,2.0,2.0,0.03508771929824561,1.0,1.0,0.0,2.0,1.0,0.0,0.002,0.0
1.0,0.06914566687154275,0.35714285714285715,2.0,2.0,13.0,1.0,0.029298245614035087,1.0,1.0,0.0,1.0,1.0,0.07,0.0,0.0
1.0,0.32513829133374306,0.13535714285714287,1.0,1.0,4.0,3.0,0.040877192982456144,1.0,1.0,0.0,1.0,1.0,0.1,0.0,0.0
1.0,0.22910264290104485,0.037142857142857144,2.0,2.0,2.0,2.0,0.017543859649122806,1.0,2.0,0.25,1.0,1.0,0.066,0.00028,0.0
1.0,0.44683466502765823,0.39285714285714285,2.0,2.0,3.0,3.0,0.05263157894736842,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
1.0,0.1292255685310387,0.016428571428571428,2.0,2.0,4.0,3.0,0.09210526315789473,1.0,2.0,0.15,1.0,1.0,0.104,0.00347,0.0
1.0,0.5095267363245236,0.42857142857142855,1.0,1.0,11.0,3.0,0.5614035087719298,1.0,1.0,0.0,2.0,2.0,0.055,0.0,1.0
1.0,0.946220036877689,0.7960714285714285,1.0,1.0,9.0,6.0,0.4473684210526316,1.0,2.0,0.025,1.0,1.0,0.0,0.00109,1.0
1.0,0.30086047940995697,0.5357142857142857,1.0,1.0,1.0,9.0,0.18859649122807018,1.0,2.0,0.225,1.0,1.0,0.0,0.00134,1.0
2.0,0.7682851874615858,0.5,1.0,1.0,5.0,4.0,0.0,1.0,2.0,0.275,1.0,1.0,0.0,0.014,1.0
2.0,0.19837123540258142,0.5357142857142857,2.0,2.0,9.0,6.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.13212,1.0
1.0,0.8950522433927474,0.6339285714285714,1.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.7515365703749232,0.7142857142857143,1.0,1.0,8.0,1.0,0.6140350877192983,1.0,2.0,0.225,1.0,1.0,0.0,0.01,1.0
1.0,0.4161032575291948,0.0625,2.0,2.0,6.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.075,1e-05,0.0
1.0,0.2252612169637369,0.044642857142857144,2.0,2.0,13.0,3.0,0.008771929824561403,2.0,1.0,0.0,2.0,1.0,0.112,0.0,0.0
1.0,0.0754456054087277,0.008928571428571428,1.0,1.0,7.0,3.0,0.0043859649122807015,2.0,1.0,0.0,2.0,1.0,0.1,0.0,0.0
1.0,0.12676705593116167,0.02089285714285714,1.0,1.0,6.0,1.0,0.0029824561403508773,1.0,1.0,0.0,2.0,1.0,0.09,0.0,0.0
2.0,0.221419791026429,0.0625,2.0,2.0,13.0,3.0,0.043859649122807015,2.0,1.0,0.0,1.0,1.0,0.14,0.0,0.0
1.0,0.2636754763368162,0.125,1.0,1.0,13.0,3.0,0.017543859649122806,2.0,1.0,0.0,1.0,1.0,0.116,0.0,0.0
1.0,0.11524277811923789,0.0014285714285714286,2.0,2.0,3.0,3.0,0.14912280701754385,2.0,1.0,0.0,1.0,1.0,0.23,0.0,0.0
1.0,0.5018438844499078,0.14875,1.0,1.0,8.0,2.0,0.0029824561403508773,2.0,1.0,0.0,1.0,1.0,0.26,0.0,0.0
1.0,0.07421634910878919,0.044642857142857144,2.0,2.0,13.0,3.0,0.0043859649122807015,2.0,1.0,0.0,2.0,1.0,0.07,4e-05,0.0
1.0,0.19068838352796555,0.11607142857142858,2.0,2.0,7.0,1.0,0.17842105263157895,2.0,2.0,0.05,1.0,1.0,0.1845,1e-05,0.0
1.0,0.10494775660725261,0.028214285714285716,1.0,1.0,4.0,3.0,0.010175438596491228,2.0,2.0,0.025,2.0,1.0,0.21,0.00283,0.0
1.0,0.06392132759680391,0.38982142857142854,1.0,1.0,6.0,2.0,0.020526315789473684,2.0,2.0,0.05,1.0,1.0,0.1,7e-05,0.0
2.0,0.3558696988322065,0.15767857142857142,1.0,1.0,6.0,3.0,0.0043859649122807015,2.0,1.0,0.0,2.0,1.0,0.08,0.0,0.0
1.0,0.21896127842655197,0.044642857142857144,1.0,1.0,6.0,1.0,0.008771929824561403,2.0,2.0,0.05,1.0,1.0,0.2,0.00108,0.0
